catalog,schema,table,full_table_name,table_type,data_source_format,catalog_normalized,schema_normalized,table_normalized,full_table_name_normalized
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_didcemi_1_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_didcemi_1_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_didcemi_1_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_didcemi_1_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_didcemi_2_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_didcemi_2_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_didcemi_2_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_didcemi_2_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_didcemi_3_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_didcemi_3_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_didcemi_3_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_didcemi_3_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_act_dec_ip_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_act_dec_ip_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_act_dec_ip_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_act_dec_ip_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_act_emp_det_ded_aut_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_act_emp_det_ded_aut_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_act_emp_det_ded_aut_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_act_emp_det_ded_aut_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_ded_per_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_ded_per_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_ded_per_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_ded_per_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_dem_ing_det_ing_obt_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_dem_ing_det_ing_obt_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_dem_ing_det_ing_obt_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_dem_ing_det_ing_obt_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_ing_sis_fin_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_ing_sis_fin_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_ing_sis_fin_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_ing_sis_fin_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_ret_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_ret_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_ret_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_ret_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_sue_sal_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_sue_sal_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_anexos_sat_sue_sal_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_anexos_sat_sue_sal_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_com_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_com_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_af2_sat_com_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_af2_sat_com_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_act_emp_det_ing_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_act_emp_det_ing_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_act_emp_det_ing_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_act_emp_det_ing_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_act_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_act_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_act_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_act_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_cap_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_cap_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_cap_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_cap_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_pas_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_pas_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_pas_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_act_emp_pos_fin_pas_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_det_det_imp_pag_ext9_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_det_det_imp_pag_ext9_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_det_det_imp_pag_ext9_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_det_det_imp_pag_ext9_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_didcemi3b_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_didcemi3b_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_didcemi3b_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_didcemi3b_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_didcemi_1_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_didcemi_1_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_didcemi_1_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_didcemi_1_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_didcemi_2_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_didcemi_2_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_didcemi_2_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_didcemi_2_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_didcemi_3_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_didcemi_3_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_didcemi_3_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_didcemi_3_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_act_emp_det_ded_aut_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_act_emp_det_ded_aut_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_act_emp_det_ded_aut_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_act_emp_det_ded_aut_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_ded_per_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_ded_per_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_ded_per_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_ded_per_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_dem_ing_det_ing_obt_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_dem_ing_det_ing_obt_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_dem_ing_det_ing_obt_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_dem_ing_det_ing_obt_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_ing_sis_fin_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_ing_sis_fin_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_ing_sis_fin_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_ing_sis_fin_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_ret_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_ret_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_ret_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_ret_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_sue_sal_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_sue_sal_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_anexos_sat_sue_sal_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_anexos_sat_sue_sal_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_com_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_com_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_af2_sat_com_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_af2_sat_com_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_datos_copropiedad_resico_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_datos_copropiedad_resico_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_datos_copropiedad_resico_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_datos_copropiedad_resico_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_datos_integrante_resico_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_datos_integrante_resico_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_datos_integrante_resico_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_datos_integrante_resico_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_dd_dec_didcemi3_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_dd_dec_didcemi3_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_dd_dec_didcemi3_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_dd_dec_didcemi3_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_dd_dec_dpiaeee1_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_dd_dec_dpiaeee1_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_dd_dec_dpiaeee1_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_dd_dec_dpiaeee1_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_dd_dec_idpdnee1_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_dd_dec_idpdnee1_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_dd_dec_idpdnee1_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_dd_dec_idpdnee1_1
__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_ent_isr_ret_suel_asim_resico_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_ent_isr_ret_suel_asim_resico_1,MANAGED,DELTA,__databricks_internal,__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab,__materialization_mat_cuarentena_ent_isr_ret_suel_asim_resico_1,__databricks_internal.__dlt_materialization_schema_112359da_2c0f_4943_8a06_6ef90eb2ecab.__materialization_mat_cuarentena_ent_isr_ret_suel_asim_resico_1
